parent_name,utility_name,respondent_id,year,state_abbr,state,capacity_owned_in_state,capacity_operated_in_state,mwh_sales_in_state
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2020,IN,Indiana,455.0,,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2019,IN,Indiana,455.0,,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2018,IN,Indiana,455.0,,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2017,IN,Indiana,455.0,,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2016,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2015,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2014,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2013,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2012,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2011,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2010,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2009,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2008,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2007,IN,Indiana,723.0,1232.0,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2006,IN,Indiana,455.0,,
"American Electric Power Co., Inc.",AEP Generating Co.,1.0,2005,IN,Indiana,455.0,,
Southern Co.,Alabama Power Co.,2.0,2020,AL,Alabama,3285.2512,17072.5,50603071.0
Southern Co.,Alabama Power Co.,2.0,2019,AL,Alabama,3106.2512,15371.4,54152400.0
Southern Co.,Alabama Power Co.,2.0,2018,AL,Alabama,3895.0512,15371.4,55686192.0
Southern Co.,Alabama Power Co.,2.0,2017,AL,Alabama,3895.0512,15371.4,53709666.0
Southern Co.,Alabama Power Co.,2.0,2016,AL,Alabama,3877.0512,15371.4,54952074.0
Southern Co.,Alabama Power Co.,2.0,2015,AL,Alabama,3877.0512,15353.4,55765507.0
Southern Co.,Alabama Power Co.,2.0,2014,AL,Alabama,3877.0512,15353.4,56854751.0
Southern Co.,Alabama Power Co.,2.0,2013,AL,Alabama,3878.18,15353.4,54926566.0
Southern Co.,Alabama Power Co.,2.0,2012,AL,Alabama,3850.58,15314.0,53946766.0
Southern Co.,Alabama Power Co.,2.0,2011,AL,Alabama,3849.4512,15314.0,54703833.0
Southern Co.,Alabama Power Co.,2.0,2010,AL,Alabama,3849.4512,15314.0,55973891.0
Southern Co.,Alabama Power Co.,2.0,2009,AL,Alabama,3849.4512,15314.0,51030063.0
Southern Co.,Alabama Power Co.,2.0,2008,AL,Alabama,3849.4512,15143.9,55207195.0
Southern Co.,Alabama Power Co.,2.0,2007,AL,Alabama,3849.4512,15143.9,56641831.0
Southern Co.,Alabama Power Co.,2.0,2006,AL,Alabama,3849.4512,15143.9,56374799.0
Southern Co.,Alabama Power Co.,2.0,2005,AL,Alabama,3849.4512,15143.9,55683916.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2020,AK,Alaska,72.4,254.3,384981.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2019,AK,Alaska,72.4,254.3,337796.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2018,AK,Alaska,72.4,254.3,388979.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2017,AK,Alaska,72.4,254.3,414210.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2016,AK,Alaska,72.4,254.3,393266.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2015,AK,Alaska,30.7,237.6,398452.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2014,AK,Alaska,30.7,237.6,399492.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2013,AK,Alaska,30.7,212.6,377005.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2012,AK,Alaska,30.7,212.6,399144.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2011,AK,Alaska,30.7,212.6,364710.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2010,AK,Alaska,54.300000000000004,212.6,370843.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2009,AK,Alaska,30.7,212.6,346506.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2008,AK,Alaska,16.4,212.6,310176.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2007,AK,Alaska,16.4,198.3,344761.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2006,AK,Alaska,16.4,198.3,346840.0
Avista Corp.,Alaska Electric Light & Power Co.,3.0,2005,AK,Alaska,14.600000000000001,184.2,313347.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2020,IL,Illinois,,,2039684.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2020,MD,Maryland,,,29418.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2020,MI,Michigan,,,635326.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2020,NJ,New Jersey,,,135227.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2020,OH,Ohio,,,12541357.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2020,PA,Pennsylvania,,,4199211.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2020,VA,Virginia,190.8,,
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2019,IL,Illinois,,,1701561.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2019,MD,Maryland,,,22849.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2019,MI,Michigan,,,711890.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2019,NJ,New Jersey,,,24560.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2019,OH,Ohio,,,13799279.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2019,PA,Pennsylvania,,,4795858.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2019,VA,Virginia,190.8,,
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2018,IL,Illinois,,,1506457.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2018,MD,Maryland,,,52451.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2018,MI,Michigan,,,959949.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2018,NJ,New Jersey,,,33717.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2018,OH,Ohio,,,15068146.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2018,PA,Pennsylvania,,,5023952.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2018,VA,Virginia,190.8,,
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2017,IL,Illinois,,,2097143.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2017,MD,Maryland,,,82871.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2017,MI,Michigan,,,1826866.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2017,NJ,New Jersey,,,33315.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2017,OH,Ohio,,,15888105.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2017,PA,Pennsylvania,,,4916443.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2017,VA,Virginia,190.8,,
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2016,IL,Illinois,,,1483104.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2016,MD,Maryland,,,151124.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2016,MI,Michigan,,,1683706.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2016,NJ,New Jersey,,,79880.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2016,OH,Ohio,,,21755293.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2016,PA,Pennsylvania,,,6483911.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2016,VA,Virginia,190.8,,
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2015,IL,Illinois,,,2772438.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2015,MD,Maryland,,,293031.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2015,MI,Michigan,,,2253937.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2015,NJ,New Jersey,,,788921.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2015,OH,Ohio,,,27286078.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2015,PA,Pennsylvania,,,10881922.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2015,VA,Virginia,190.8,,
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2014,IL,Illinois,,,7003262.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2014,MD,Maryland,,,878678.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2014,MI,Michigan,,,2862970.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2014,NJ,New Jersey,,,1339585.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2014,OH,Ohio,,,41994756.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2014,PA,Pennsylvania,,,17647600.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2013,IL,Illinois,,,8172392.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2013,MD,Maryland,,,960404.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2013,MI,Michigan,,,2946118.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2013,NJ,New Jersey,,,1144883.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2013,OH,Ohio,,,49437270.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2013,PA,Pennsylvania,,,20124828.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2012,IL,Illinois,,,4238594.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2012,MD,Maryland,,,828384.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2012,MI,Michigan,,,2279205.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2012,NJ,New Jersey,,,1179695.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2012,OH,Ohio,,,47320607.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2012,PA,Pennsylvania,,,18912606.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2011,IL,Illinois,,,2938942.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2011,MD,Maryland,,,559617.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2011,MI,Michigan,,,1953101.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2011,NJ,New Jersey,,,1674695.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2011,OH,Ohio,,,41223219.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2011,PA,Pennsylvania,,,14818789.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2010,IL,Illinois,,,2100490.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2010,MD,Maryland,,,277139.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2010,MI,Michigan,,,1417279.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2010,NJ,New Jersey,,,1303196.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2010,OH,Ohio,,,29606124.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2010,PA,Pennsylvania,,,4489483.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2009,IL,Illinois,,,838044.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2009,MD,Maryland,,,174614.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2009,MI,Michigan,,,13120.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2009,NJ,New Jersey,,,551935.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2009,OH,Ohio,,,5567934.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2009,PA,Pennsylvania,,,3577418.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2008,IL,Illinois,,,86445.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2008,MD,Maryland,,,134141.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2008,MI,Michigan,,,32591.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2008,NJ,New Jersey,,,13401.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2008,OH,Ohio,,,7177577.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2008,PA,Pennsylvania,,,3935926.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2007,MD,Maryland,,,433664.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2007,MI,Michigan,,,157451.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2007,NJ,New Jersey,,,122218.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2007,OH,Ohio,,,7526884.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2007,PA,Pennsylvania,,,4779426.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2006,MD,Maryland,,,322397.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2006,MI,Michigan,,,303792.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2006,NJ,New Jersey,,,132511.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2006,OH,Ohio,,,8043186.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2006,PA,Pennsylvania,,,2951938.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2005,MI,Michigan,,,617700.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2005,NJ,New Jersey,,,97123.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2005,OH,Ohio,,,10825293.0
FirstEnergy Corp.,The Allegheny Generating Co.,5.0,2005,PA,Pennsylvania,,,2890564.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2020,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2020,VA,Virginia,352.8,1745.9,14212374.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2020,WV,West Virginia,2229.1,6351.6,11882029.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2019,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2019,VA,Virginia,352.8,1745.9,14794030.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2019,WV,West Virginia,2229.1,6351.6,12741119.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2018,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2018,VA,Virginia,352.8,1745.9,15389078.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2018,WV,West Virginia,2229.1,6351.6,13114790.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2017,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2017,VA,Virginia,355.3,1758.4,14868091.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2017,WV,West Virginia,2448.7,6351.6,12561243.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2016,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2016,VA,Virginia,355.3,1758.4,15367593.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2016,WV,West Virginia,2448.7,6351.6,12956080.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2015,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2015,VA,Virginia,455.3,1758.4,15391376.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2015,WV,West Virginia,2601.2,6351.6,13419410.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2014,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2014,VA,Virginia,455.3,1758.4,15954286.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2014,WV,West Virginia,2601.2,6351.6,14185260.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2013,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2013,VA,Virginia,455.3,1758.4,15783445.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2013,WV,West Virginia,2599.2,6349.6,14186224.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2012,OH,Ohio,198.9,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2012,VA,Virginia,465.3,1768.4,15523993.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2012,WV,West Virginia,2598.7999999999997,6349.2,14261887.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2011,OH,Ohio,,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2011,VA,Virginia,465.3,1768.4,15845232.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2011,WV,West Virginia,2598.7999999999997,6349.2,14719992.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2010,OH,Ohio,,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2010,VA,Virginia,465.3,1768.4,16604770.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2010,WV,West Virginia,2598.7999999999997,6349.2,15373393.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2009,OH,Ohio,,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2009,VA,Virginia,465.3,1768.4,15717607.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2009,WV,West Virginia,2598.7999999999997,6349.2,14696862.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2008,OH,Ohio,,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2008,VA,Virginia,465.3,1768.4,16350249.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2008,WV,West Virginia,2598.7999999999997,6349.2,17859419.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2007,OH,Ohio,,678.3,
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2007,VA,Virginia,465.3,1768.4,16376806.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2007,WV,West Virginia,2598.7999999999997,6349.2,17498605.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2006,VA,Virginia,465.3,1768.4,15953130.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2006,WV,West Virginia,2598.7999999999997,6608.7,16495201.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2005,VA,Virginia,465.3,1768.4,16401869.0
"American Electric Power Co., Inc.",Appalachian Power Co.,6.0,2005,WV,West Virginia,2598.7999999999997,6608.7,13925854.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2020,AZ,Arizona,1286.6312,10969.3,29344407.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2020,NM,New Mexico,515.403,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2019,AZ,Arizona,1296.6312,10979.3,27844577.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2019,NM,New Mexico,515.403,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2018,AZ,Arizona,1443.6652,10798.9,27943387.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2018,NM,New Mexico,515.403,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2017,AZ,Arizona,1441.6652,10770.4,28018011.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2017,NM,New Mexico,515.403,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2016,AZ,Arizona,1401.6652,10768.4,28022002.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2016,NM,New Mexico,515.403,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2015,AZ,Arizona,1401.6652,10768.4,27950491.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2015,NM,New Mexico,515.403,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2014,AZ,Arizona,1391.6652,10728.4,27584533.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2014,NM,New Mexico,122.715,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2013,AZ,Arizona,1404.933,10718.1,28087605.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2013,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2012,AZ,Arizona,1355.3329999999999,9862.0,28154136.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2012,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2011,AZ,Arizona,1320.0361,9639.9,28210326.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2011,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2010,AZ,Arizona,1275.0361,9601.9,27709463.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2010,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2009,AZ,Arizona,1275.0361,9547.9,28173296.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2009,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2008,AZ,Arizona,1278.4361,9525.9,28793588.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2008,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2007,AZ,Arizona,1278.4361,9525.9,29171321.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2007,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2006,AZ,Arizona,1278.4361,9525.9,27970397.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2006,NM,New Mexico,190.0,2269.6,
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2005,AZ,Arizona,1115.53619,9404.9,26477586.0
Pinnacle West Capital Corp.,Arizona Public Service Co.,7.0,2005,NM,New Mexico,190.0,2269.6,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2020,AR,Arkansas,2657.4,11672.5,20748145.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2020,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2020,TN,Tennessee,,,44.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2019,AR,Arkansas,2657.4,11672.5,21818109.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2019,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2019,TN,Tennessee,,,49.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2018,AR,Arkansas,2657.4,11672.5,22524756.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2018,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2018,TN,Tennessee,,,52.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2017,AR,Arkansas,2657.4,11672.5,20888407.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2017,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2017,TN,Tennessee,,,49.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2016,AR,Arkansas,2657.4,11672.5,20639342.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2016,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2016,TN,Tennessee,,,44.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2015,AR,Arkansas,2500.9,9244.5,21160164.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2015,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2015,TN,Tennessee,,,64.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2014,AR,Arkansas,2500.9,9244.5,21049257.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2014,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2014,TN,Tennessee,,,49.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2013,AR,Arkansas,2646.1,9244.5,20859130.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2013,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2013,TN,Tennessee,,,32.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2012,AR,Arkansas,2646.1,9244.5,21086842.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2012,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2012,TN,Tennessee,,,28.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2011,AR,Arkansas,2398.45,7614.8,21583497.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2011,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2011,TN,Tennessee,,,77.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2010,AR,Arkansas,2268.75,7614.8,22002962.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2010,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2010,TN,Tennessee,,,160.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2009,AR,Arkansas,2268.75,7614.8,19926174.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2009,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2009,TN,Tennessee,,,163.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2008,AR,Arkansas,2268.75,7614.8,21037735.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2008,LA,Louisiana,179.3,,
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2008,TN,Tennessee,,,167.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2007,AR,Arkansas,2268.75,7614.8,21370955.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2007,TN,Tennessee,,,192.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2006,AR,Arkansas,2268.75,7614.8,21331673.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2006,TN,Tennessee,,,178.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2005,AR,Arkansas,1550.5,7614.8,21004868.0
Entergy Corp.,"Entergy Arkansas, LLC",8.0,2005,TN,Tennessee,,,187.0
Exelon Corp.,Atlantic City Electric Co.,9.0,2020,NJ,New Jersey,,,4804403.0
Exelon Corp.,Atlantic City Electric Co.,9.0,2019,NJ,New Jersey,,,4889951.0
Exelon Corp.,Atlantic City Electric Co.,9.0,2018,NJ,New Jersey,,,4921597.0
Exelon Corp.,Atlantic City Electric Co.,9.0,2017,NJ,New Jersey,,,4448035.0
