parent_name,utility_name,respondent_id,year,rate_base_actual,equity_actual,debt_actual,equity_ratio_actual,returns_actual,earnings_actual,interest_actual,fed_tax_expense_actual,pre_tax_net_income_actual,ROR_actual,ROE_actual,interest_rate_actual,equity_ratio,ROR,ROE,interest_rate,effective_fed_tax_rate,equity_authorized,debt_authorized,returns_authorized,earnings_authorized,interest_authorized,interest_rate_authorized
Brookfield Asset Management,Catalyst Old River Hydroelectric Ltd.,18.0,2006,195318232.0,-393396062.0,807667000.0,-0.9496105710413121,82023554.0,-3082937.0,84819092.0,,3025436.0,0.41994827190530787,0.016621733887473875,0.10501740445010134,-0.9496105710413121,0.10501740445010134,0.0,0.06600943396226416,,-185476257.82429948,380794489.82429945,20511813.766422726,-0.0,20511813.766422726,0.05386583659833676
Brookfield Asset Management,Catalyst Old River Hydroelectric Ltd.,18.0,2005,425425236.0,-385604273.0,812980000.0,-0.902260583928764,89866717.0,4455351.0,85133000.0,,9634795.0,0.21123974178156182,-0.011607179227746905,0.10471721321557725,-0.902260583928764,0.10471721321557725,0.0,0.06763078053361002,,-383844421.8513922,809269657.8513923,44549345.145499274,-0.0,44549345.145499274,0.055048826696131925
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2020,1040746048.2253671,852579304.0,836950000.0,0.50462534268065,66377748.0,45342900.298805825,31977445.0,215484.0,151950383.0,0.06377900556354196,0.08633670458315897,0.03820711512037756,0.48,0.0644,0.088,0.04261538461538461,0.0014181208085536712,499558103.1481762,541187945.0771909,67024045.50571364,43961113.0770395,23062932.42867414,0.042615384615384624
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2019,955857513.5688094,772596918.0,746950000.0,0.5084390016840533,64702337.0,43991461.02448486,29948745.0,-907919.0,142553383.0,0.06769035769612357,0.09051829608230066,0.04009471182810095,0.48,0.0644,0.088,0.04261538461538461,-0.0063689754735599645,458811606.5130285,497045907.0557809,61557223.873831324,40375421.373146504,21181802.50068482,0.042615384615384624
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2018,886798505.9939097,696900421.0,673950000.0,0.5083708698806315,60171654.0,40422599.83656059,26633851.0,8661500.0,134909600.0,0.0678526785885375,0.08966410801334262,0.03951903108539209,0.48,0.0662,0.09,0.04423076923076923,0.06420225098881029,425663282.8770766,461135223.1168331,58706061.09679682,38309695.45893689,20396365.637859926,0.04423076923076923
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2017,807546017.5348014,627043241.0,598950000.0,0.5114573392660328,52073236.0,32402293.887549274,24575250.0,-450645.0,152449059.0,0.06448330481396485,0.07845110444449156,0.04103055346857,0.48,0.0662,0.09,0.04423076923076923,-0.0029560366128596437,387622088.41670465,419923929.1180967,53459546.36080384,34885987.957503416,18573558.403300427,0.04423076923076922
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2016,772408509.946233,585269116.0,571950000.0,0.5057547943236707,57897672.0,38177781.57484874,23006292.0,-2284769.0,148658446.0,0.07495732019320997,0.09772903953177448,0.04022430632048256,0.48,0.0662,0.09,0.04423076923076923,-0.01536925120285463,370756084.77419186,401652425.1720412,51133443.35844062,33368047.629677266,17765395.728763357,0.044230769230769226
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2015,736207079.6080909,557149437.0,525950000.0,0.5144028497911591,53078118.0,33086058.495064538,22258517.0,5564800.0,131772187.0,0.07209672315057791,0.08736584421827837,0.042320595113603955,0.48,0.07429999999999999,0.1,0.05057692307692307,0.042230459451963104,353379398.2118836,382827681.3962073,54700186.01488115,35337939.82118836,19362246.19369279,0.05057692307692307
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2014,715493171.1223874,536085179.0,505950000.0,0.5144597704603983,48452328.0,27301377.991747595,22030517.0,11284400.0,112862557.0,0.06771878468664248,0.0741698934609231,0.043542873801759065,0.48,0.07429999999999999,0.1,0.05057692307692307,0.09998355787739241,343436722.13874596,372056448.98364145,53161142.614393376,34343672.2138746,18817470.400518775,0.05057692307692304
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2013,693270677.9553092,507241301.0,489950000.0,0.5086700019257389,32773934.0,11270842.155127801,23570455.0,1735657.0,85385495.0,0.04727436922135733,0.03196078290442815,0.04810787835493418,0.48,0.07429999999999999,0.1,0.05057692307692307,0.020327305006547072,332769925.4185484,360500752.53676075,51510011.37207946,33276992.541854843,18233018.83022462,0.05057692307692305
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2012,681193338.2983079,478687486.0,489950000.0,0.4941864143382946,54358816.0,34042589.42530314,23007689.0,,126714098.0,0.07979939459741929,0.10112566551856333,0.046959259108072256,0.48,0.07429999999999999,0.1,0.05057692307692307,,326972802.3831878,354220535.9151201,50612665.03556427,32697280.23831878,17915384.797245495,0.05057692307692307
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2011,653070658.2559654,466321336.0,453950000.0,0.5067215697784159,52170209.0,32073179.079759374,23601650.0,,121359753.0,0.0798844785636539,0.09691978585329518,0.0519917391783236,0.48,0.07429999999999999,0.1,0.05057692307692307,,313473915.9628634,339596742.29310197,48523149.90841822,31347391.59628634,17175758.31213188,0.05057692307692306
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2010,638395688.3502218,465254909.0,453900475.0,0.5061765585001459,50642073.0,32835458.525441095,19745161.0,-24577000.0,119732035.0,0.07932709121340106,0.10161343000522478,0.043501080275362126,0.47,0.0728,0.1,0.04867924528301887,-0.2052667024326447,300045973.5246042,338349714.82561755,46475206.11189614,30004597.35246042,16470608.75943572,0.04867924528301886
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2009,619290616.9494509,451107152.0,437897499.0,0.5074294622559854,42283667.0,25140768.1524339,18829567.0,-132000.0,93295227.0,0.0682775838075573,0.08000338515779143,0.04299994186539074,0.45,0.0705,0.096,0.04963636363636364,-0.001414863377737427,278680777.6272529,340609839.322198,43659988.49493628,26753354.652216278,16906633.842720002,0.04963636363636362
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2008,567214218.7913373,394300605.0,433894523.0,0.47609626242573116,38294694.0,20896529.56491226,20517962.0,5922000.0,83887515.0,0.06751363546845003,0.07738063415355313,0.04728790273298748,0.45,0.0705,0.096,0.04963636363636364,0.07059453364424968,255246398.45610178,311967820.3352355,39988602.42478927,24503654.25178577,15484948.173003502,0.049636363636363624
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2007,536102062.55755967,368032554.0,403891547.0,0.4767729800419847,39745998.0,23961501.782821044,18653163.0,13631000.0,88449391.0,0.07413886417520095,0.09374646946133373,0.04618359343876043,0.45,0.0705,0.096,0.04963636363636364,0.15411072756849167,241245928.15090185,294856134.4066578,37795195.41030795,23159609.102486577,14635586.307821374,0.049636363636363624
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2006,498093744.7987168,344066371.0,370888571.0,0.4812420346903484,37112226.0,23039758.039595015,16425334.0,359200.0,89698886.0,0.07450851649421399,0.09611767825575392,0.04428643879673499,0.47,0.0753,0.10300000000000002,0.050735849056603756,0.004004509041505822,234104060.05539688,263989684.7433199,37506458.98334338,24112718.185705885,13393740.797637492,0.05073584905660376
"Fortis, Inc.",Central Hudson Gas & Electric Corp.,19.0,2005,447931234.7666422,318665847.0,343885595.0,0.4809677057498578,35778268.0,23997979.66533099,13826389.0,9400000.0,92879480.0,0.07987446559434358,0.11139031105175005,0.04020636281668036,0.47,0.0753,0.10300000000000002,0.050735849056603756,0.10120642363630804,210527680.34032184,237403554.42632037,33729221.97792816,21684351.075053155,12044870.902875006,0.05073584905660376
Ameren Corp.,Central Illinois Light Co.,20.0,2010,804379574.5175426,881265301.0,278688525.0,0.7597417080289884,33405267.0,22247180.65269289,16068375.0,-17158633.0,89682071.0,0.04152923328521375,0.03640390551554609,0.05765711020932778,0.4884000000000001,0.0834,0.105,0.06288231292517005,-0.19132735014560492,392858984.1943679,411520590.3231747,67085256.51476306,41250193.34040862,25835063.174354434,0.06277951524628618
Ameren Corp.,Central Illinois Light Co.,20.0,2009,790511915.5249305,852745994.0,278667564.0,0.7536996423371479,32477085.0,17166103.57745406,21424500.0,-14221099.0,167000795.0,0.041083612229214736,0.028811442258152332,0.07688192946632282,0.4799,0.0832172399561302,0.10500000000000001,0.06275424034947948,-0.08515587605436249,379366668.2604141,411145247.26451635,65784219.76241827,39833500.16734349,25950719.59507478,0.06311813104428032
Ameren Corp.,Central Illinois Light Co.,20.0,2008,702121597.2854197,688515200.0,278639616.0,0.7118976079213362,23998480.0,13368617.669281954,9309043.0,5388487.0,96733532.0,0.03417994844879322,0.02674586432588535,0.0334088997596092,0.4765999999999999,0.08400987837755725,0.10500040070481892,0.06313449425713227,0.05570443762975594,334631153.26623094,367490444.01918876,58985149.994204335,35136405.18126992,23848744.812934414,0.06489623118387572
Ameren Corp.,Central Illinois Light Co.,20.0,2007,555724786.4328382,637323042.0,147817068.0,0.811731605458292,20271543.0,8368131.649772994,9003989.0,12609051.0,96357599.0,0.03647766573472768,0.018550528218563945,0.060913053694178265,0.4752068491669937,0.08523661527743143,0.107,0.06513218159903576,0.13085684088081107,264084224.76474953,291640561.6680887,47368099.821308576,28257012.049828198,19111087.771480378,0.06552959458784198
Ameren Corp.,Central Illinois Light Co.,20.0,2006,554576052.9327221,552645804.0,197787858.0,0.7364352533535469,53042316.0,43361094.17906846,11041991.0,1978002.0,81048946.0,0.09564480059948564,0.10617066807415865,0.05582744619237446,0.4722,0.0855096820966502,0.107,0.06600943396226416,0.024405030510822434,261870812.19483137,292705240.7378907,47421621.98469213,28020176.904846955,19401445.07984517,0.0662832173108189
Ameren Corp.,Central Illinois Light Co.,20.0,2005,516103062.42865276,582636221.0,122169926.0,0.8266616621889367,25966234.0,17601492.279197264,8793919.0,24187786.0,55033429.0,0.05031210990651626,0.041255823121916085,0.0719810454825028,0.47,0.0876,0.10820724351999142,0.06763078053361002,0.4395107926129771,242568439.34146678,273534623.087186,45210628.26874998,26247662.186086364,18962966.082663618,0.0693256519728378
Ameren Corp.,Central Illinois Public Service Co.,21.0,2009,814646360.1583503,574061882.0,404352790.0,0.5867265674037235,37667902.0,14644290.805254165,26329506.0,12777824.0,81796175.0,0.04623834812528732,0.030638215689763507,0.06511518320425091,0.4799,0.0832172399561302,0.10500000000000001,0.06275424034947948,0.1562154220536596,390948788.2399923,423697571.918358,67792621.63268551,41049622.7651992,26742998.867486313,0.06311813104428034
Ameren Corp.,Central Illinois Public Service Co.,21.0,2008,781287785.0518682,528676637.0,404200018.0,0.5667165473231828,27665563.0,2401971.3264837824,28035468.0,4367370.0,57048661.0,0.03541020803001974,0.005424889427887034,0.06936038285876574,0.4765999999999999,0.08400987837755725,0.10500040070481892,0.06313449425713227,0.07655517103197217,372361758.35572034,408926026.69614786,65635891.80007853,39098133.83450159,26537757.965576947,0.06489623118387572
Ameren Corp.,Central Illinois Public Service Co.,21.0,2007,786776714.1698073,516449586.0,454421493.0,0.53194455697655,34070418.0,2935318.666984603,28867801.0,33848520.0,60329391.0,0.043303795583160457,0.007013541792111652,0.06352648685127224,0.4752068491669937,0.08523661527743143,0.107,0.06513218159903576,0.5610618545776469,373881683.33859456,412895030.83121276,67062184.094933495,40005340.11722962,27056843.977703877,0.06552959458784195
Ameren Corp.,Central Illinois Public Service Co.,21.0,2006,852305801.1440064,542923733.0,453882445.0,0.544663290600111,53603517.0,28189378.42061326,27664717.0,22549279.0,94031945.0,0.06289235263687135,0.06072422066222016,0.06095128222022334,0.4722,0.0855096820966502,0.107,0.06600943396226416,0.23980445156164748,402458799.3001998,449847001.84380656,72880398.10495475,43063091.525121376,29817306.579833373,0.06628321731081889
Ameren Corp.,Central Illinois Public Service Co.,21.0,2005,831250084.1428745,569299533.0,430067803.0,0.5696599363339608,63592654.0,39048337.02665621,26420801.0,31845127.0,100112249.0,0.07650243315833428,0.08246224683945741,0.061434036251255944,0.47,0.0876,0.10820724351999142,0.06763078053361002,0.31809421242749225,390687539.54715097,440562544.5957235,72817507.3709158,42275221.73200484,30542285.638910957,0.06932565197283778
Cleco Partners LP,Cleco Power LLC,22.0,2020,3364310606.0,1807879247.0,1494986248.0,0.5473668999651468,166395072.0,92494321.0,65432319.0,14811314.0,168084789.0,0.04945889113307394,0.05022737163428985,0.04376784006377027,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.08811811043770296,1715798409.06,1648512196.94,286639263.6312,183590429.76942003,103048833.86177999,0.06251020408163264
Cleco Partners LP,Cleco Power LLC,22.0,2019,3086052316.0,1713391681.0,1369639178.0,0.555749118111568,199323340.0,128318683.0,64812910.0,13476562.0,235132689.0,0.06458845139033606,0.07481829848068342,0.047321156579824414,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.057314710503736044,1573886681.16,1512165634.84,262931657.3232,168405874.88412002,94525782.43907997,0.06251020408163263
Cleco Partners LP,Cleco Power LLC,22.0,2018,2937637674.0,1594533772.0,1389736151.0,0.5343128514317034,219327810.0,148110630.0,64442944.0,39994726.0,265446556.0,0.07466128717683378,0.09436096637759878,0.046370632262555285,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.15066959844074979,1498195213.74,1439442460.26,250286729.82479998,160306887.87018,89979841.95461997,0.06251020408163263
Cleco Partners LP,Cleco Power LLC,22.0,2017,2818631647.0,1550678574.0,1360102347.0,0.5327362711540873,213327680.0,144597426.0,59539697.0,84146414.0,264607598.0,0.07568483814728133,0.09629638230929688,0.04377589460920179,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.3180045268390215,1437502139.97,1381129507.03,240147416.3244,153812728.97679,86334687.34761,0.06251020408163266
Cleco Partners LP,Cleco Power LLC,22.0,2016,2651167119.0,1535201723.0,1252648043.0,0.5506759157982547,267262183.0,191074613.0,66587017.0,-6050352.0,105782777.0,0.10080925532178796,0.13087894969895045,0.05315700397418016,0.51,0.0852,0.10700000000000001,0.06251020408163266,-0.057196002710346694,1352095230.69,1299071888.31,225879438.5388,144674189.68383002,81205248.85496998,0.06251020408163264
Cleco Partners LP,Cleco Power LLC,22.0,2015,2680247365.0,1552403840.0,1249384947.0,0.5540759700384938,214599751.0,138298313.0,65830857.0,33140440.0,267745820.0,0.08006714372798199,0.0931263731143163,0.05269061161499651,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.1237757511956676,1366926156.15,1313321208.85,228357075.498,146261098.70805,82095976.78994998,0.06251020408163264
Cleco Partners LP,Cleco Power LLC,22.0,2014,2677864903.0,1545857177.0,1295588315.0,0.5440390045673275,222405334.0,147991057.0,66700701.0,-195728.0,273101595.0,0.0830532316065834,0.10158200287186309,0.051482944256100366,0.51,0.0852,0.10700000000000001,0.06251020408163266,-0.000716685671498916,1365711100.53,1312153802.47,228154089.7356,146131087.75671002,82023001.97888997,0.06251020408163263
Cleco Partners LP,Cleco Power LLC,22.0,2013,2450557804.0,1370572893.0,1310540724.0,0.5111953795279985,226984595.0,144566226.0,67836719.0,-32555.0,275994451.0,0.09262568490712493,0.11540243503511542,0.05176238918616008,0.51,0.0852,0.10700000000000001,0.06251020408163266,-0.00011795527004997647,1249784480.04,1200773323.96,208787524.9008,133726939.36428002,75060585.53651997,0.06251020408163263
Cleco Partners LP,Cleco Power LLC,22.0,2012,2341946815.0,1319918750.0,1304825404.0,0.5028752032797175,218882923.0,138638863.0,71760561.0,12875264.0,248979913.0,0.09346195293508405,0.11771931836720846,0.05499629358841024,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.05171205919732167,1194392875.65,1147553939.35,199533868.63799998,127800037.69455002,71733830.94344996,0.06251020408163262
Cleco Partners LP,Cleco Power LLC,22.0,2011,2257162829.0,1230862033.0,1317773864.0,0.4829493433914385,237052081.0,140220466.0,75802825.0,23728473.0,244400634.0,0.10502214459424805,0.1286313822317842,0.05752339386205948,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.09708842653820611,1151153042.79,1106009786.21,192310273.03079998,123173375.57853001,69136897.45226997,0.06251020408163263
Cleco Partners LP,Cleco Power LLC,22.0,2010,2286985028.0,1233922433.0,1373196437.0,0.47328967129143595,216465111.0,137993042.0,66440241.0,35847075.0,255255605.0,0.09465086493780055,0.12748727557477885,0.04838363923019704,0.51,0.0852,0.10700000000000001,0.06251020408163266,0.1404359955190798,1166362364.28,1120622663.72,194851124.3856,124800772.97796,70050351.40764,0.06251020408163264
Cleco Partners LP,Cleco Power LLC,22.0,2009,2117343428.0,1009848807.0,1211917809.0,0.45452515116916314,95984876.0,37695725.0,58534613.0,11919833.0,156221598.0,0.045332691301129824,0.03916903529446559,0.04829916069002993,0.46,0.0883,0.1225,0.05916666666666666,0.07630080061016915,973977976.88,1143365451.12,186961424.6924,119312302.1678,67649122.52460001,0.05916666666666669
Cleco Partners LP,Cleco Power LLC,22.0,2008,1888604027.0,929178421.0,1132415854.0,0.45070867350948574,93265494.0,46183346.0,44693286.0,10273699.0,172798564.0,0.049383297221996234,0.054256099307888564,0.03946720265539483,0.46,0.0883,0.1225,0.05916666666666666,0.05945477070052504,868757852.4200001,1019846174.5799999,166763735.5841,106422836.92145,60340898.662650004,0.05916666666666667
Cleco Partners LP,Cleco Power LLC,22.0,2007,1314439660.0,816109409.0,578863028.0,0.5850362253429958,78162293.0,48597664.0,33151318.0,42098592.0,151943893.0,0.059464344677487894,0.06319634790456659,0.05726971044348681,0.46,0.0883,0.1225,0.05916666666666666,0.27706669329579436,604642243.6,709797416.4,116065021.978,74068674.841,41996347.136999995,0.05916666666666666
Cleco Partners LP,Cleco Power LLC,22.0,2006,1137382958.0,646404488.0,568990545.0,0.5318472352190368,89369607.0,53120257.0,33358679.0,31165793.0,135756494.0,0.07857477235033444,0.08781456308831194,0.058627826583656145,0.46,0.0883,0.1225,0.05916666666666666,0.2295712866597748,523196160.68,614186797.3199999,100430915.1914,64091529.6833,36339385.5081,0.05916666666666668
Cleco Partners LP,Cleco Power LLC,22.0,2005,1085335260.0,534210067.0,549195655.0,0.4930840368960134,81159072.0,53566252.0,24771605.0,-37680232.0,135083563.0,0.0747778819974945,0.1000936219480811,0.045105245779848716,0.46,0.0883,0.1225,0.05916666666666666,-0.2789401697969723,499254219.6,586081040.4,95835103.458,61158641.901,34676461.557000004,0.05916666666666667
"Avangrid, Inc.",Central Maine Power Co.,23.0,2020,3126696703.0,2101584220.0,1240000000.0,0.6289185253574127,173375234.0,127263793.0,51659655.0,-2274509.0,240764841.0,0.055449968599017005,0.06471794517465203,0.04166101209677419,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.009447014732520683,1563348351.5,1563348351.5,220744787.2318,147736419.21674997,73008368.01505002,0.04670000000000001
"Avangrid, Inc.",Central Maine Power Co.,23.0,2019,2946749136.0,1983753750.0,1190000000.0,0.6250496750102303,160472921.0,109436962.0,51862326.0,12409961.0,216596380.0,0.05445761196279859,0.059416399341425445,0.043581786554621846,0.5,0.0706,0.09449999999999999,0.04670000000000002,0.05729532968187188,1473374568.0,1473374568.0,208040489.0016,139233896.67599997,68806592.32560003,0.04670000000000002
"Avangrid, Inc.",Central Maine Power Co.,23.0,2018,2787321939.0,1890713630.0,1099993691.0,0.6321961419373541,172253498.0,119362107.0,50177842.0,18754821.0,236397250.0,0.061798924476517025,0.06773724079242399,0.04561648163125692,0.5,0.0706,0.09449999999999999,0.04670000000000002,0.07933603711549098,1393660969.5,1393660969.5,196784928.89339998,131700961.61774999,65083967.275649995,0.0467
"Avangrid, Inc.",Central Maine Power Co.,23.0,2017,2625927607.0,1834657809.0,1039978650.0,0.6382225492395732,199516804.0,148337493.0,50145129.0,11982701.0,291814752.0,0.07597955231825247,0.08851075422404271,0.04821746004112681,0.5,0.0706,0.09449999999999999,0.04670000000000002,0.0410626978858149,1312963803.5,1312963803.5,185390489.0542,124075079.43074998,61315409.62345001,0.046700000000000005
"Avangrid, Inc.",Central Maine Power Co.,23.0,2016,2543151476.0,1725598259.0,1039963610.0,0.6239593763360497,183815273.0,131838055.0,50201880.0,52175856.0,263142441.0,0.07227853894456737,0.08308301407563075,0.04827272754284162,0.5,0.0706,0.09449999999999999,0.04670000000000002,0.19827989662830559,1271575738.0,1271575738.0,179546494.2056,120163907.24099998,59382586.96460001,0.04670000000000001
"Avangrid, Inc.",Central Maine Power Co.,23.0,2015,2490214525.0,1639204705.0,1079948572.0,0.6028364487082204,164350928.0,110434613.0,52050955.0,-17213659.0,230770344.0,0.06599870266197247,0.07356461202697122,0.04819762380314532,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.07459216250074142,1245107262.5,1245107262.5,175809145.465,117662636.30624998,58146509.15875003,0.04670000000000002
"Avangrid, Inc.",Central Maine Power Co.,23.0,2014,2195767978.0,1523819210.0,929933750.0,0.6210157399056179,159652414.0,108132295.0,47242047.0,-15805177.0,224136724.0,0.07270914577478185,0.07929875439969963,0.050801518925407324,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.07051578482069722,1097883989.0,1097883989.0,155021219.2468,103750036.96049999,51271182.28630002,0.04670000000000002
"Avangrid, Inc.",Central Maine Power Co.,23.0,2013,2101125962.0,1411631830.0,949418750.0,0.5978829263369698,176851917.0,123999505.0,48586300.0,-55892147.0,215498059.0,0.08417006890517875,0.09870785420263796,0.05117478457213953,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.25936264697400363,1050562981.0,1050562981.0,148339492.9172,99278201.70449999,49061291.21270001,0.04670000000000001
"Avangrid, Inc.",Central Maine Power Co.,23.0,2012,1719197074.0,1232073638.0,760103750.0,0.6184557888376153,144241012.0,98197586.0,39518623.0,-15869045.0,180333720.0,0.08390021957424527,0.09235629225141374,0.05199109068992226,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.08799821242527466,859598537.0,859598537.0,121375313.42439999,81232061.74649999,40143251.6779,0.0467
"Avangrid, Inc.",Central Maine Power Co.,23.0,2011,1457087551.0,1129401925.0,587580140.0,0.6577831813286878,140291875.0,104584038.0,31120568.0,-47992429.0,182704601.0,0.09628239216217145,0.10911814975583722,0.05296395484027081,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.26267772534091793,728543775.5,728543775.5,102870381.10059999,68847386.78474998,34022994.315850005,0.046700000000000005
"Avangrid, Inc.",Central Maine Power Co.,23.0,2010,1155771346.0,966264643.0,462544476.0,0.6762727296115473,98292755.0,66663529.0,28983623.0,-510084.0,133489809.0,0.08504515650105068,0.08528929060032828,0.06266126719455191,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.0038211456276785894,577885673.0,577885673.0,81597457.02759999,54610196.09849999,26987260.9291,0.0467
"Avangrid, Inc.",Central Maine Power Co.,23.0,2009,1048090212.0,857630053.0,462508811.0,0.6496513937945849,70538903.0,41506334.0,25837716.0,-2559300.0,70436976.0,0.06730232015562417,0.0609586494810471,0.05586426763229815,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.03633460925409404,524045106.0,524045106.0,73995168.9672,49522262.51699999,24472906.450200006,0.04670000000000001
"Avangrid, Inc.",Central Maine Power Co.,23.0,2008,880925596.0,806006873.0,350129397.0,0.6971555982756255,74614156.0,50230895.0,21066567.0,-14691627.0,73996975.0,0.08469972531028602,0.08179033146916453,0.06016794699475063,0.5,0.0706,0.09449999999999999,0.04670000000000002,-0.19854361614106522,440462798.0,440462798.0,62193347.077599995,41623734.41099999,20569612.666600004,0.046700000000000005
"Avangrid, Inc.",Central Maine Power Co.,23.0,2007,846693698.0,767681570.0,355108699.0,0.6837265972065527,79132204.0,55698452.0,19833556.0,37344644.0,106059030.0,0.09346024918683167,0.09621312560194752,0.055852070241737446,0.5,0.0706,0.09449999999999999,0.04670000000000002,0.35211187581104597,423346849.0,423346849.0,59776575.0788,40006277.2305,19770297.848300003,0.046700000000000005
"Avangrid, Inc.",Central Maine Power Co.,23.0,2006,790293613.0,738846908.0,330087630.0,0.691199396908251,75398138.0,51927585.0,19335308.0,29153320.0,101776049.0,0.09540522251443274,0.09506185893974099,0.05857628775728433,0.5,0.0706,0.09449999999999999,0.04670000000000002,0.2864457825435924,395146806.5,395146806.5,55794729.0778,37341373.21425,18453355.86355,0.0467
"Avangrid, Inc.",Central Maine Power Co.,23.0,2005,750204086.0,701808761.0,330066560.0,0.680129417495779,68649088.0,45933524.0,17270626.0,13345206.0,108046694.0,0.09150721687751512,0.09002409842094374,0.05232467657432489,0.5,0.0706,0.09449999999999999,0.04670000000000002,0.12351332100915555,375102043.0,375102043.0,52964408.471599996,35447143.063499995,17517265.4081,0.046700000000000005
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2016,2761950729.0,1224395886.0,1436854137.0,0.46008299686917464,199629999.0,134853568.0,67096421.0,52029763.0,284683967.0,0.07227862427230142,0.10612319859513128,0.04669675179422892,0.4,0.075,0.0996,0.0586,0.18276323583758405,1104780291.6000001,1657170437.3999999,207146304.67499998,110036117.04336001,97110187.63163997,0.058599999999999985
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2015,2578935285.0,1092464296.0,1411557765.0,0.436283814354142,137087724.0,77961245.0,59513267.0,55813909.0,222218322.0,0.053156713469062485,0.06928978604191666,0.0421614109430371,0.4,0.075,0.0996,0.0586,0.2511669987319948,1031574114.0,1547361171.0,193420146.375,102744781.7544,90675364.6206,0.0586
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2014,2119094429.0,856215452.0,1163870712.0,0.42385095609218776,145277045.0,93876059.0,50162784.0,62724147.0,243724451.0,0.06855619221676507,0.10451806778067511,0.043099962463872016,0.4,0.075,0.0996,0.0586,0.2573568090630349,847637771.6,1271456657.4,158932082.17499998,84424722.05136,74507360.12363999,0.058599999999999985
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2013,1704424143.0,758359632.0,863817068.0,0.46749508361203806,142591573.0,98410035.0,40873902.0,72973070.0,231175041.0,0.08365967683901789,0.12350503439472404,0.04731777538806399,0.4,0.075,0.0996,0.0586,0.3156615423721283,681769657.2,1022654485.8,127831810.725,67904257.85712,59927552.86787999,0.05859999999999999
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2012,1372475479.0,658015453.0,643498423.0,0.5055769785738343,137250179.0,97407501.0,37800243.0,75312980.0,236037252.0,0.1000019170470003,0.14037847414332555,0.05874178031979419,0.4,0.075,0.0996,0.0586,0.31907243183800493,548990191.6,823485287.4,102935660.925,54679423.08336,48256237.841639996,0.0586
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2011,2000217719.0,1238261639.0,703444779.0,0.6377182603513443,125739494.0,82618942.0,40480961.0,-61288792.0,543969623.0,0.06286290377572643,0.06476994172687671,0.057546750233254625,0.4,0.075,0.0996,0.0586,-0.11266951206207336,800087087.6,1200130631.4,150016328.92499998,79688673.92496,70327655.00003998,0.05859999999999998
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2010,1491035965.0,626743139.0,763656135.0,0.45076486353228634,102364296.0,57895480.0,43682890.0,22562699.0,172987164.0,0.06865313674710724,0.08614032058936252,0.05720230349488386,0.4,0.075,0.0996,0.0586,0.13042990287996167,596414386.0,894621579.0,111827697.375,59402872.845599994,52424824.529400006,0.058600000000000006
"American Electric Power Co., Inc.",AEP Texas Central Co.,24.0,2009,1425590486.0,600749031.0,763602491.0,0.44031836466848606,120022230.0,76188630.0,40512631.0,92972511.0,188275620.0,0.0841912394749245,0.12137481380653252,0.053054608225472644,0.4,0.075,0.0996,0.0586,0.4938106750093294,570236194.4,855354291.6,106919286.45,56795524.962239996,50123761.48776001,0.058600000000000006
