parent_name,utility_name,respondent_id,year,percent_AMI,ownership,housing_units,income
El Paso Electric Co,El Paso Electric Co.,49.0,2016,30-60%,renter,24551.015643430168,524042605.63248104
El Paso Electric Co,El Paso Electric Co.,49.0,2016,60-80%,owner,23194.361158025466,786483133.8769133
El Paso Electric Co,El Paso Electric Co.,49.0,2016,60-80%,renter,17215.4727684696,562240680.8018137
El Paso Electric Co,El Paso Electric Co.,49.0,2016,80-100%,owner,21900.83567815763,963819325.8080207
El Paso Electric Co,El Paso Electric Co.,49.0,2016,80-100%,renter,12384.14499600861,510014444.1388643
El Paso Electric Co,El Paso Electric Co.,49.0,2015,0-30%,owner,29379.676921944472,358468251.11487716
El Paso Electric Co,El Paso Electric Co.,49.0,2015,0-30%,renter,41467.86364087116,455577898.7015944
El Paso Electric Co,El Paso Electric Co.,49.0,2015,100%+,owner,124024.6891857639,12876021934.563183
El Paso Electric Co,El Paso Electric Co.,49.0,2015,100%+,renter,39089.76942640156,2962750897.4292054
El Paso Electric Co,El Paso Electric Co.,49.0,2015,30-60%,owner,25182.44110804,553358066.9677641
El Paso Electric Co,El Paso Electric Co.,49.0,2015,30-60%,renter,24199.164549242807,527053627.8168558
El Paso Electric Co,El Paso Electric Co.,49.0,2015,60-80%,owner,22863.543573177307,789566670.3076472
El Paso Electric Co,El Paso Electric Co.,49.0,2015,60-80%,renter,16968.187063284797,565122864.219798
El Paso Electric Co,El Paso Electric Co.,49.0,2015,80-100%,owner,21587.668779251042,967733450.0435966
El Paso Electric Co,El Paso Electric Co.,49.0,2015,80-100%,renter,12205.99575202293,512621184.626482
El Paso Electric Co,El Paso Electric Co.,49.0,2014,0-30%,owner,28999.57974243225,336237297.68823624
El Paso Electric Co,El Paso Electric Co.,49.0,2014,0-30%,renter,40924.90523357207,425395943.3418411
El Paso Electric Co,El Paso Electric Co.,49.0,2014,100%+,owner,122395.9628606664,12040109692.54564
El Paso Electric Co,El Paso Electric Co.,49.0,2014,100%+,renter,38571.92987776829,2767729973.5705795
El Paso Electric Co,El Paso Electric Co.,49.0,2014,30-60%,owner,24853.661806795386,517872266.8010155
El Paso Electric Co,El Paso Electric Co.,49.0,2014,30-60%,renter,23878.724510042513,491633619.1013848
El Paso Electric Co,El Paso Electric Co.,49.0,2014,60-80%,owner,22563.43930980182,737795094.7907096
El Paso Electric Co,El Paso Electric Co.,49.0,2014,60-80%,renter,16742.559529645405,527096362.4038946
El Paso Electric Co,El Paso Electric Co.,49.0,2014,80-100%,owner,21302.981192827217,903851646.1820047
El Paso Electric Co,El Paso Electric Co.,49.0,2014,80-100%,renter,12043.255936448631,477869212.8804098
El Paso Electric Co,El Paso Electric Co.,49.0,2013,0-30%,owner,28643.009079551153,326843860.5638622
El Paso Electric Co,El Paso Electric Co.,49.0,2013,0-30%,renter,40416.92136117811,413527411.6696417
El Paso Electric Co,El Paso Electric Co.,49.0,2013,100%+,owner,120873.15537874399,11707450679.880365
El Paso Electric Co,El Paso Electric Co.,49.0,2013,100%+,renter,38088.70357588385,2694716430.196014
El Paso Electric Co,El Paso Electric Co.,49.0,2013,30-60%,owner,24545.863141718994,504278774.75015944
El Paso Electric Co,El Paso Electric Co.,49.0,2013,30-60%,renter,23579.67492575719,478351910.5881338
El Paso Electric Co,El Paso Electric Co.,49.0,2013,60-80%,owner,22282.820925080083,718458677.3462917
El Paso Electric Co,El Paso Electric Co.,49.0,2013,60-80%,renter,16532.18716957736,513175006.0005038
El Paso Electric Co,El Paso Electric Co.,49.0,2013,80-100%,owner,21037.055566618004,880191337.1206391
El Paso Electric Co,El Paso Electric Co.,49.0,2013,80-100%,renter,11891.608875891261,465365797.5256526
El Paso Electric Co,El Paso Electric Co.,49.0,2012,0-30%,owner,28079.701355809917,321501837.6400196
El Paso Electric Co,El Paso Electric Co.,49.0,2012,0-30%,renter,39614.40958608732,407565522.9668607
El Paso Electric Co,El Paso Electric Co.,49.0,2012,100%+,owner,118467.4256615715,11522104210.033697
El Paso Electric Co,El Paso Electric Co.,49.0,2012,100%+,renter,37325.30138573567,2650633729.709642
El Paso Electric Co,El Paso Electric Co.,49.0,2012,30-60%,owner,24059.603877832647,495688141.83639354
El Paso Electric Co,El Paso Electric Co.,49.0,2012,30-60%,renter,23107.235654789863,471113882.2398964
El Paso Electric Co,El Paso Electric Co.,49.0,2012,60-80%,owner,21839.500342560877,706630878.1651051
El Paso Electric Co,El Paso Electric Co.,49.0,2012,60-80%,renter,16199.84002998541,505109835.98735344
El Paso Electric Co,El Paso Electric Co.,49.0,2012,80-100%,owner,20616.946063474705,865728689.8306973
El Paso Electric Co,El Paso Electric Co.,49.0,2012,80-100%,renter,11652.036042152069,458021445.1652601
El Paso Electric Co,El Paso Electric Co.,49.0,2011,0-30%,owner,27701.89994495748,308726491.0198746
El Paso Electric Co,El Paso Electric Co.,49.0,2011,0-30%,renter,39067.768173600474,391404776.9606954
El Paso Electric Co,El Paso Electric Co.,49.0,2011,100%+,owner,116822.53556082449,11056352722.51478
El Paso Electric Co,El Paso Electric Co.,49.0,2011,100%+,renter,36797.55094189301,2541862899.1489105
El Paso Electric Co,El Paso Electric Co.,49.0,2011,30-60%,owner,23729.600429021608,475888822.56549186
El Paso Electric Co,El Paso Electric Co.,49.0,2011,30-60%,renter,22780.80673540497,452095043.1990085
El Paso Electric Co,El Paso Electric Co.,49.0,2011,60-80%,owner,21536.572623190492,678365131.1416478
El Paso Electric Co,El Paso Electric Co.,49.0,2011,60-80%,renter,15969.009082461225,484498464.39334697
El Paso Electric Co,El Paso Electric Co.,49.0,2011,80-100%,owner,20328.169339372318,830795785.3636552
El Paso Electric Co,El Paso Electric Co.,49.0,2011,80-100%,renter,11485.087169273898,439257034.09043396
El Paso Electric Co,El Paso Electric Co.,49.0,2010,0-30%,owner,27389.668061890843,287049329.0705904
El Paso Electric Co,El Paso Electric Co.,49.0,2010,0-30%,renter,38616.07189886461,362674397.7550758
El Paso Electric Co,El Paso Electric Co.,49.0,2010,100%+,owner,115463.39597144717,10248940205.460644
El Paso Electric Co,El Paso Electric Co.,49.0,2010,100%+,renter,36361.53026808247,2353275106.271625
El Paso Electric Co,El Paso Electric Co.,49.0,2010,30-60%,owner,23456.90432868041,441209403.95991164
El Paso Electric Co,El Paso Electric Co.,49.0,2010,30-60%,renter,22511.11387061594,418244762.9227929
El Paso Electric Co,El Paso Electric Co.,49.0,2010,60-80%,owner,21286.267958001306,628098630.363434
El Paso Electric Co,El Paso Electric Co.,49.0,2010,60-80%,renter,15778.308491212592,447971219.6863922
El Paso Electric Co,El Paso Electric Co.,49.0,2010,80-100%,owner,20089.57189447207,768901099.5659628
El Paso Electric Co,El Paso Electric Co.,49.0,2010,80-100%,renter,11347.167256732577,405887213.0340686
El Paso Electric Co,El Paso Electric Co.,49.0,2009,0-30%,owner,26876.258034403643,280999871.0121208
El Paso Electric Co,El Paso Electric Co.,49.0,2009,0-30%,renter,37886.158531367655,355153574.9096522
El Paso Electric Co,El Paso Electric Co.,49.0,2009,100%+,owner,113276.41213208747,10038121220.746662
El Paso Electric Co,El Paso Electric Co.,49.0,2009,100%+,renter,35668.58174990948,2303663979.6534996
El Paso Electric Co,El Paso Electric Co.,49.0,2009,30-60%,owner,23014.414940653034,431917518.6692189
El Paso Electric Co,El Paso Electric Co.,49.0,2009,30-60%,renter,22082.244138336006,409590683.45804936
El Paso Electric Co,El Paso Electric Co.,49.0,2009,60-80%,owner,20883.22346469489,615006021.7659382
El Paso Electric Co,El Paso Electric Co.,49.0,2009,60-80%,renter,15476.826604855649,438664124.1432108
El Paso Electric Co,El Paso Electric Co.,49.0,2009,80-100%,owner,19707.93709762515,752868178.0666201
El Paso Electric Co,El Paso Electric Co.,49.0,2009,80-100%,renter,11129.94330606698,397461889.8255416
El Paso Electric Co,El Paso Electric Co.,49.0,2008,0-30%,owner,26410.976026374006,281688717.2462578
El Paso Electric Co,El Paso Electric Co.,49.0,2008,0-30%,renter,37227.17960959707,355344995.1636698
El Paso Electric Co,El Paso Electric Co.,49.0,2008,100%+,owner,111303.81755921921,10049067510.43357
El Paso Electric Co,El Paso Electric Co.,49.0,2008,100%+,renter,35045.29388636425,2306701237.5713215
El Paso Electric Co,El Paso Electric Co.,49.0,2008,30-60%,owner,22614.563005281507,432737207.8465598
El Paso Electric Co,El Paso Electric Co.,49.0,2008,30-60%,renter,21696.43535523371,409729828.3800854
El Paso Electric Co,El Paso Electric Co.,49.0,2008,60-80%,owner,20519.63311105858,615760048.0489417
El Paso Electric Co,El Paso Electric Co.,49.0,2008,60-80%,renter,15205.974284555683,438893728.94768465
El Paso Electric Co,El Paso Electric Co.,49.0,2008,80-100%,owner,19364.17233947105,753666236.402581
El Paso Electric Co,El Paso Electric Co.,49.0,2008,80-100%,renter,10934.954822844918,397600144.36819315
El Paso Electric Co,El Paso Electric Co.,49.0,2007,0-30%,owner,25974.61558044927,265704644.6388755
El Paso Electric Co,El Paso Electric Co.,49.0,2007,0-30%,renter,36619.429463732566,335799665.8108929
El Paso Electric Co,El Paso Electric Co.,49.0,2007,100%+,owner,109492.18055641142,9492014869.615116
El Paso Electric Co,El Paso Electric Co.,49.0,2007,100%+,renter,34479.97649358779,2179315042.845122
El Paso Electric Co,El Paso Electric Co.,49.0,2007,30-60%,owner,22244.299112750497,408001952.4212352
El Paso Electric Co,El Paso Electric Co.,49.0,2007,30-60%,renter,21346.293735644147,387274243.4042347
El Paso Electric Co,El Paso Electric Co.,49.0,2007,60-80%,owner,20185.47982445946,580914993.2808367
El Paso Electric Co,El Paso Electric Co.,49.0,2007,60-80%,renter,14961.640760890601,414800781.0896579
El Paso Electric Co,El Paso Electric Co.,49.0,2007,80-100%,owner,19050.341427818734,711377352.608016
El Paso Electric Co,El Paso Electric Co.,49.0,2007,80-100%,renter,10759.74304425552,375825412.99246746
El Paso Electric Co,El Paso Electric Co.,49.0,2006,0-30%,owner,25407.749320298237,243765222.76658258
El Paso Electric Co,El Paso Electric Co.,49.0,2006,0-30%,renter,35841.84030986259,306940016.61585253
El Paso Electric Co,El Paso Electric Co.,49.0,2006,100%+,owner,107183.25917892625,8699801563.250666
El Paso Electric Co,El Paso Electric Co.,49.0,2006,100%+,renter,33767.91842904661,1996529051.3981562
El Paso Electric Co,El Paso Electric Co.,49.0,2006,30-60%,owner,21768.795640857752,374203581.0128397
El Paso Electric Co,El Paso Electric Co.,49.0,2006,30-60%,renter,20905.005710289257,354203843.74776024
El Paso Electric Co,El Paso Electric Co.,49.0,2006,60-80%,owner,19759.329577562905,532288909.79548323
El Paso Electric Co,El Paso Electric Co.,49.0,2006,60-80%,renter,14655.479421346532,379617048.3695899
El Paso Electric Co,El Paso Electric Co.,49.0,2006,80-100%,owner,18652.599971957305,651719170.4709682
El Paso Electric Co,El Paso Electric Co.,49.0,2006,80-100%,renter,10541.022439852566,343899693.4344646
El Paso Electric Co,El Paso Electric Co.,49.0,2005,0-30%,owner,24813.76565380467,226130531.37692323
El Paso Electric Co,El Paso Electric Co.,49.0,2005,0-30%,renter,35009.16966809445,285573479.2368361
El Paso Electric Co,El Paso Electric Co.,49.0,2005,100%+,owner,104697.09868058412,8084466208.279938
El Paso Electric Co,El Paso Electric Co.,49.0,2005,100%+,renter,32988.30653888322,1858542087.9657302
El Paso Electric Co,El Paso Electric Co.,49.0,2005,30-60%,owner,21262.300265203598,348169692.9143449
El Paso Electric Co,El Paso Electric Co.,49.0,2005,30-60%,renter,20422.253309457035,329910375.07360214
El Paso Electric Co,El Paso Electric Co.,49.0,2005,60-80%,owner,19300.88526374386,495695815.4683834
El Paso Electric Co,El Paso Electric Co.,49.0,2005,60-80%,renter,14317.806287226607,353724717.39489937
El Paso Electric Co,El Paso Electric Co.,49.0,2005,80-100%,owner,18220.9116158148,607047277.6835712
El Paso Electric Co,El Paso Electric Co.,49.0,2005,80-100%,renter,10298.50271718763,320617148.2469995
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,0-30%,owner,7951.314588345487,86568580.8241659
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,0-30%,renter,12073.921834509498,133625413.16777265
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,100%+,owner,59164.878545059044,6218431817.259297
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,100%+,renter,13756.521629831914,1063515293.8503011
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,30-60%,owner,11708.90105657767,260929484.05275664
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,30-60%,renter,10771.829165501274,235742110.84997272
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,60-80%,owner,10723.160498138055,372528742.85123587
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,60-80%,renter,7174.876473567604,244915554.96937978
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,80-100%,owner,10471.619148644017,475419901.44275665
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2020,80-100%,renter,5326.977059825426,231462665.86946896
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,0-30%,owner,7847.6576233908545,88261200.06705646
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,0-30%,renter,11912.458396151667,136206017.82570016
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,100%+,owner,58360.62792522908,6334793857.880252
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,100%+,renter,13562.29440715858,1082869364.3978844
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,30-60%,owner,11556.612717868857,266047916.29201844
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,30-60%,renter,10627.408782465496,240248538.98328388
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,60-80%,owner,10582.650403391635,379769709.97143596
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,60-80%,renter,7078.191210412685,249591454.9121823
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,80-100%,owner,10331.048540700158,484524756.53509146
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2019,80-100%,renter,5254.049993230988,235815188.06793928
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,0-30%,owner,7781.427003180414,83429928.4709497
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,0-30%,renter,11805.8435976286,129433938.92001072
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,100%+,owner,57832.879380249324,6002692708.621576
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,100%+,renter,13431.913751295637,1027858716.521273
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,30-60%,owner,11460.654678868645,251743179.57421324
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,30-60%,renter,10532.879208365155,228451966.29294863
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,60-80%,owner,10493.011046120952,359009771.5585748
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,60-80%,renter,7014.393531274487,237314086.68181026
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,80-100%,owner,10239.36528899399,458172100.48037535
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2018,80-100%,renter,5205.632514022788,224188127.0156824
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,0-30%,owner,7727.264589793146,82339487.24468775
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,0-30%,renter,11719.3808479097,128786683.35175803
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,100%+,owner,57398.53889965477,5944997464.105892
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,100%+,renter,13324.39463614457,1023373371.2680812
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,30-60%,owner,11381.295489387327,248714328.65192774
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,30-60%,renter,10455.480968159545,227505371.2599486
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,60-80%,owner,10419.191652517993,355178208.68558055
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,60-80%,renter,6962.2946600270225,236276166.40827066
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,80-100%,owner,10164.175082744207,453327824.2202964
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2017,80-100%,renter,5165.983173661732,223169591.76012105
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,0-30%,owner,7668.302779584163,77840796.64168136
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,0-30%,renter,11624.499733533228,120915630.46253368
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,100%+,owner,56932.34070967744,5591398369.072528
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,100%+,renter,13210.461003465383,958609535.9840593
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,30-60%,owner,11295.850072775835,234763612.24148148
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,30-60%,renter,10371.471293714661,213313578.3033314
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,60-80%,owner,10339.308481389906,334632843.08503175
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,60-80%,renter,6905.5523117451285,221623286.8510918
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,80-100%,owner,10083.00655645906,426977237.6523201
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2016,80-100%,renter,5123.20705765519,209269843.15763485
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,0-30%,owner,7617.326687228641,76936116.9784965
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,0-30%,renter,11542.271089586882,120349932.86569098
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,100%+,owner,56532.64416059347,5542982481.386821
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,100%+,renter,13113.09638006664,953326815.18031
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,30-60%,owner,11222.563151336863,232492007.3951477
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,30-60%,renter,10299.16570530724,212627874.24047938
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,60-80%,owner,10270.674373636426,331548116.3578156
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,60-80%,renter,6856.668315984505,220708259.76664448
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,80-100%,owner,10013.15706723612,422715837.5025838
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2015,80-100%,renter,5086.433069023209,208353324.85229853
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,0-30%,owner,7581.37623713452,72585507.74049431
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,0-30%,renter,11482.80041914768,112387673.7137936
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,100%+,owner,56245.38551830889,5199081114.079978
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,100%+,renter,13041.89182101329,886511678.0298786
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,30-60%,owner,11171.554090104702,219399987.60464317
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,30-60%,renter,10247.286256590858,198483732.71279654
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,60-80%,owner,10222.416969990529,312305074.94162
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,60-80%,renter,6821.379925993587,205851047.1004645
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,80-100%,owner,9963.151047669839,397727629.3739196
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2014,80-100%,renter,5059.757714046079,194012537.1949121
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,0-30%,owner,7560.477137535716,70345754.54573967
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,0-30%,renter,11442.910472630358,108670781.51022236
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,100%+,owner,56057.94265792183,5028195332.1837635
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,100%+,renter,12990.42356897243,856333522.874295
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,30-60%,owner,11144.480363649353,212608610.04257655
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,30-60%,renter,10213.98940451027,191675703.9437871
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,60-80%,owner,10195.063598807801,302393749.0681715
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,60-80%,renter,6798.002750952175,198885514.00935483
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,80-100%,owner,9931.238122324801,384862951.25847006
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2013,80-100%,renter,5041.471922695273,187426197.48628068
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,0-30%,owner,7521.647095013103,69637120.2421463
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,0-30%,renter,11379.089710185104,108781718.532467
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,100%+,owner,55747.45974855112,5016553357.241227
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,100%+,renter,12912.629784453182,856485254.0912527
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,30-60%,owner,11089.505054165293,211794774.9280471
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,30-60%,renter,10158.323820771058,193086332.9891923
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,60-80%,owner,10143.245873740861,301501354.38093
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,60-80%,renter,6760.245372989565,199899603.3179719
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,80-100%,owner,9877.171846108871,383256180.5524874
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2012,80-100%,renter,5012.681694021838,187902054.67627054
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,0-30%,owner,7472.966452371647,69659186.79488377
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,0-30%,renter,11297.712878964005,108640626.00379953
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,100%+,owner,55364.17812201831,4995169242.764134
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,100%+,renter,12816.750976331617,855754253.1110026
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,30-60%,owner,11022.515358462479,211123758.74280155
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,30-60%,renter,10088.898164912474,192081192.93665296
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,60-80%,owner,10079.497719076833,300553945.06013113
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,60-80%,renter,6712.905484824831,199302863.18210274
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,80-100%,owner,9809.844454027807,381922054.33433646
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2011,80-100%,renter,4976.730389009974,187751812.9464474
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,0-30%,owner,7580.38898463309,67736295.83721392
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,0-30%,renter,11464.824769545035,105120885.71132103
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,100%+,owner,56172.17785768022,4847130522.767164
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,100%+,renter,13005.48839036528,828165077.1407933
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,30-60%,owner,11179.156503926844,204579277.2036381
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,30-60%,renter,10236.771675346863,185447552.0312537
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,60-80%,owner,10224.375678118198,291187054.9537247
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,60-80%,renter,6812.104817067788,192407848.04562697
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,80-100%,owner,9952.559817061168,370683213.5729449
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2010,80-100%,renter,5050.151506255511,181390278.79307494
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,0-30%,owner,7541.5446877063005,67450103.98108758
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,0-30%,renter,11391.89600605029,104894999.16834195
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,100%+,owner,55821.45609347168,4837104180.772073
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,100%+,renter,12914.968056723386,828074113.4218822
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,30-60%,owner,11124.542250041237,203832448.8976634
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,30-60%,renter,10173.13175391662,185228564.65110844
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,60-80%,owner,10169.807130617837,290591961.2495236
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,60-80%,renter,6767.447985895799,192123542.49400595
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,80-100%,owner,9893.627808990266,370166997.3096644
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2009,80-100%,renter,5016.578226586576,181218864.81646737
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,0-30%,owner,7545.018291902881,72019547.78971782
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,0-30%,renter,11387.051551196058,113675541.21399441
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,100%+,owner,55806.97756047201,5209014018.297712
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,100%+,renter,12906.009932081688,896150669.6966935
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,30-60%,owner,11131.89051074066,219304893.23650795
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,30-60%,renter,10170.217428133823,201853061.71582988
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,60-80%,owner,10173.17016290829,312714269.09510946
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,60-80%,renter,6763.830630424142,208930012.8396933
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,80-100%,owner,9893.052596142204,397333109.0475143
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2008,80-100%,renter,5013.781335998231,196768930.62561333
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2007,0-30%,owner,7503.643542743722,68433922.38259421
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2007,0-30%,renter,11304.790601081675,107336499.52581769
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51.0,2007,100%+,owner,55419.65239089504,4908964861.158146
