x01,x02,x03,x04,x05,x06,x07,x08,x09,c10_other_wires,c10_restructured,c10_vert_int
-0.0963372121030699,2.7551294022719155,-0.06392686750661279,-0.18165137566702078,1.0025465951585324,0.18702224332906767,-0.1314799664694357,2.967991240754204,-0.17686286140194915,0,0,1
-1.0568857261449127,-0.29965500594851774,0.17106610454694834,-0.17832209963302884,-0.36694933393422113,0.15939013545055622,-0.34741693869451423,-0.710240866229681,0.629506901625583,0,0,1
-1.317390100608577,0.6197464359484784,1.0480490461824803,-0.17521495347289812,0.14960222341068172,-0.5613932998484343,-0.5797909075144432,-0.06549660645841639,-0.055907396947819335,0,0,1
0.6094400807183555,-0.7863822640375502,-0.24723525179455105,-0.14446925027633756,-0.06744492693907796,1.1403050973070217,-0.5199392166043492,-0.710240866229681,0.4010692164649873,1,0,0
1.4737750233385467,0.3595207382043432,-0.7112530497338565,2.008858586316195,0.7654048505464707,0.2898294324966733,1.2085757015733325,2.833764387897147,-0.3784553021588311,0,1,0
0.9442487837626705,-0.7863822640375502,-0.8623628895667556,-0.17834767480856034,-0.7773140526902026,1.0015509370903226,0.03622613445804318,-0.710240866229681,-0.29781832585607787,1,0,0
-1.123614086925632,0.40697397517402506,0.3984967417209118,-0.1767740403513137,-1.2424921815607124,-1.3564608138197751,-0.7184543429886016,-0.270205192538333,0.12899456578672522,0,0,1
0.2803815948073014,-0.7517170230310628,-0.8024276052889677,7.0569353823340615,-0.27239544429105855,1.143628368394198,-0.578677994841066,-0.3380216873129468,-0.37845530215884005,0,1,0
-1.6483272622162646,-0.7863822640375502,-0.27765402769586267,-0.19008978113896705,-0.865645791329446,0.49833339599036663,-0.3906338439592115,-0.16779108243475835,3.4717369924231556,0,0,1
-0.8181168159578766,0.49970240064816507,0.8087261416530436,-0.17081594672787723,-1.4020153129850905,0.26067578225105115,1.3061811440251527,0.44698533919948735,-0.20102250431112625,0,0,1
-0.41958029338354846,-0.699874673644185,0.4402497778539125,-0.3344749712434599,-0.354983991685808,-0.413681246882756,-0.5522534078569189,-0.16779108243475835,-0.055907396947819335,0,0,1
1.1125402749510385,-0.7863822640375502,-1.1603525828402654,-0.17832209963302884,-0.8311587654833212,0.9763670513479141,-0.04677362591942507,-0.710240866229681,-0.23865323685963594,1,0,0
0.7998728932091014,-0.7863822640375502,-0.6817343940569236,-0.17826301592454943,0.42458594048905696,0.2065205082841669,0.5397339001147075,-0.710240866229681,-0.6445573239579174,1,0,0
-1.1128526980812494,0.9989138740403938,0.2877698277655382,-0.17393583933043738,-0.23580829694049,-0.3267556467221417,-0.5256797391023045,0.14682979216629677,0.4279144608687,0,0,1
-1.069760638563593,-0.6502265196111356,-0.7662957291162881,-0.009235005259265214,0.5428583083221178,-1.379654000893119,-0.7163539304429493,1.8211914581466246,0.2666405082631935,0,0,1
1.2474062541664255,-0.7863822640375502,-0.22473669858521797,-0.17920967401379337,-0.23153487629913472,1.2804102541188755,-0.5695046394291404,-0.710240866229681,-0.37845530215884005,1,0,0
-1.0509530603729185,-0.3685975382077547,0.1388003065179363,-0.17082779835195136,0.8878539105380033,-1.3018701196710152,2.3579418530941827,0.6233312736370501,-0.3784553021588311,0,0,1
-2.541075702908561,-0.7863822640375502,-1.765679750120194,-0.5302183471734089,-1.622661107629436,-1.3702721327761525,0.7664612549421441,-0.710240866229681,0.024729579354933886,1,0,0
-1.014360546643402,-0.0035043853657585563,0.5556355376204111,-0.3374067499507967,-0.9335329796737489,0.5917614416111437,-0.3635723126149638,-0.11607550724730721,-0.23788391378261123,0,0,1
1.0828786830594364,-0.7863822640375502,-1.2365078132555127,-0.17832209963302884,-2.097878604558242,-1.3702721327761525,5.896068022684905,-0.710240866229681,-0.41928075309246315,1,0,0
1.3183816033701306,0.22152334409028926,-1.0898475493098523,-0.17830368350525086,0.740975077075206,0.2610067601024766,1.3846755558493091,2.833764387897147,-0.7413216955212205,0,1,0
