target,x01,x02,x03,x04,x05,x06,x07,x08,x09,c10
0.019042493453438336,0.3512080767928312,0.11067778418904607,95.89312546212312,1.0,0.4750677407855339,0.3491692916090851,0.11436327116687905,0.0,0.105,vert_int
0.01586778953862855,0.5134553272797991,0.4762334009265393,31.004672003272926,1.0,0.28896467449635804,0.0,0.9256518991226309,0.0,0.1287999999999999,vert_int
0.022831958985976897,0.6423411325607133,0.03991268306702388,54.876483783169064,1.0000052633117273,0.40721284424798154,0.6452205570480302,0.06675629993336402,10.487585867975456,0.103386524898094,vert_int
0.012630867262898748,0.4199231483061453,0.25189873334059654,77.0379767988711,1.000554251990715,0.3759430885819154,0.06144026079835012,0.057745926829985014,14.585460229069486,0.1099999999999999,vert_int
0.01989573688918389,0.6106241735766352,0.5259333213517671,65.8106152237432,1.0,0.7840671299695556,0.9298879053432886,0.007142075308756026,0.0,0.099,vert_int
0.005216279911565147,0.8970834582678804,0.0,59.47668913734813,0.9999988744666379,0.3822250330997775,0.8260812026609718,0.031275793543947314,0.0,0.0975,other_wires
-0.02437007489028664,0.9117239960546816,0.0,33.38218212878127,0.9999999202727629,0.4039844527003193,0.8526875676641386,0.03226588348238349,0.0,0.0986,other_wires
0.008841554224916726,0.80474657784289,0.0,113.49167184198801,1.4263162783050944,0.5360484406904065,0.4508226997172614,0.27378081932247705,50.90909090909091,0.102,restructured
0.012411495980041876,0.3604582769761001,0.3471764881969887,87.71625147450949,0.9992327880172794,0.7335021203147055,0.15437078946013003,0.0487499767841422,9.064571101312724,0.1018369056476909,vert_int
0.006255058296525062,0.9572093586321561,0.2522222230087497,43.459547854457966,1.1546274957918514,0.5691199712887907,0.5350725327633415,0.40921235845816495,49.0,0.1,restructured
-0.005405252162060337,0.4106224989625648,0.0,84.65485630108725,0.9887349931821474,0.6234683244270245,0.03415020587071184,0.003930624077919243,0.0,0.107,vert_int
-0.03233909460058715,0.8649579187698718,0.0,65.58281486044746,0.9867101516374469,0.9961689077241336,0.0018561351233364128,0.19533891836672834,0.0,0.0944999999999999,other_wires
-0.03418690207154507,0.8240756462674975,0.0,37.11103224657873,1.0000002902726022,0.3433275399284,0.7357827080255601,0.03017334971592164,6.732536229838849,0.1062999999999999,other_wires
4.45249893148425e-05,0.8241162130673845,0.0,24.174612262566377,0.9999998632003458,0.3041165234577502,0.6898059851559422,0.11118917427320989,0.0,0.105,other_wires
-0.011408704840662476,0.8349815237493851,0.0,59.98868505363364,0.9999999743415438,0.42063190236020004,0.8847849911010756,0.02756644184771159,0.0,0.103,other_wires
0.007100371748449907,0.9512103375724602,0.0,101.0777221011776,1.0000321615098735,0.5042274728447202,0.5568517436193355,0.4165931587236241,49.0,0.1,restructured
0.024695591468635092,0.9183134192983389,0.0,63.40011360103745,1.0002316479658688,0.5646374167742546,0.3997299723035204,0.10760537061993364,0.0,0.094,other_wires
-0.00749603550230038,0.4337061616884206,0.8559125619112159,65.58281486044746,1.0146750524109014,0.09110286676286428,0.0,0.44450893352227616,8.5,0.105,vert_int
0.018777697986515074,0.4864343054359984,0.27964724155781573,70.68672590468248,1.0000001145412132,0.4414875345502562,0.7862373351272831,0.018165157712973317,11.85,0.1069999999999999,vert_int
