x01,x02,x03,x04,x05,x06,x07,x08,x09,c10_other_wires,c10_restructured,c10_vert_int
1.0077237753770478,-0.47516776906177277,-0.6099671535236885,1.7803233056841734,-0.17281253485743525,-0.4688696264655726,1.5020993334276886,2.8294483234968677,-0.3804207715163244,0,1,0
0.3237671308078042,1.1248978570418802,0.4907927238040245,-0.08229644778007124,1.9289122358542374,2.343426009393883,-0.41777948203178067,-0.7204538994289392,-0.46195696105039874,0,0,1
-1.6823759717731994,1.2350599775580697,2.6986984459118846,-0.08229644778007371,-0.17450676226161826,-0.4688696264655726,1.2874225277521496,-0.6059876644856174,0.027260176154046252,0,0,1
0.6926790895135487,-0.5055467970277746,0.4696581256619447,-0.08229644778007371,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,-0.7204538994289392,-0.38042077151633347,1,0,0
-0.8583476185526777,-0.5055467970277746,0.04698591088768849,-0.08229644778007371,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,-0.7204538994289392,0.027260176154046252,0,0,1
-0.3875127668394308,1.0957498683726496,-0.31176934990031707,-0.08229644778007371,-0.12530210082748502,2.1105468353230323,-0.4177013577666061,-0.6062240150783917,0.19033255522219497,0,0,1
0.8145235602141959,-0.5055467970277746,-0.2656203017425744,-0.08229644778007618,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,-0.7204538994289392,-0.6494901969787704,1,0,0
-0.46143966126935426,-0.5053893438706661,-0.29787469027466634,-0.08229644778007371,-0.1735196800675831,-0.4688696264655726,1.5020993334276886,-0.18188300133884433,0.027260176154046252,0,0,1
0.13490165399422177,-0.5055467970277746,-0.6871699042587743,-0.08229644778007124,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,-0.7204538994289392,1.0464625453299745,0,0,1
0.9928018681984087,1.1597780066270664,0.29769387608057296,-0.08229644778007371,-0.17585810337159866,-0.4688696264655726,1.5020993334276886,2.8294483234968677,0.027292848098108047,0,1,0
0.8827935639336236,-0.5055467970277746,-1.1034331724239668,-0.06293625918401287,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,-0.7204538994289392,-0.5842612453515102,1,0,0
-0.4180851111904175,-0.45076134040238736,-0.7295672090491011,-0.0822644395153153,-0.17337748935993416,-0.4688696264655726,1.5020993334276886,-0.7204538994289392,0.027292848098098996,0,0,1
-0.28049856620905345,-0.5055467970277746,1.0002793698593455,-0.06995431553029582,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,3.3365772124862687,-0.21734839244817683,0,1,0
0.21427629371046533,-0.47935114061485906,-0.4964567781311832,-0.08229644778007371,-0.17017420470375244,-0.4688696264655726,-0.05828175857336435,-0.07085592240620486,-0.054276013380028104,0,0,1
-0.9234439309022887,-0.1854163786953827,0.025633110559828736,-0.08229644778007371,-0.09054137756547741,2.2014920318619504,-0.43391496343316466,0.26536506518993835,-0.35321082181398067,0,0,1
0.9205845750516579,-0.5055467970277746,-0.6549321894712272,-0.08229644778007371,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,-0.7204538994289392,-0.49457143686402943,1,0,0
-1.1167097998047206,0.5516432502214369,-0.06784028046643736,-0.08229644778007371,1.5546521855312534,2.2609720645533424,-0.43391496343316466,0.33818737090677714,0.43494112382441014,0,0,1
0.9437885246831303,-0.5055467970277746,-0.3945764900693578,-0.8841377635873625,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,-0.7204538994289392,-0.17658029768113964,0,1,0
0.7822982823273703,-0.5055467970277746,0.3661603290457528,-0.11619257103864887,-0.1761746515120948,-0.4688696264655726,-0.43391496343316466,3.3365772124862687,-0.21734839244817683,0,1,0
-0.6106543898104367,-0.5038485837461296,0.08393321639156809,9.214387166801407,-0.17613712589813288,-0.4688696264655726,-0.43391496343316466,-0.2647623691798918,-0.38042077151633347,0,1,0
